CODIGO_CUENTA;CLASE_MOVIMIENTO;ID_MOVIMIENTO;FECHA_MOVIMIENTO;TIPO;INGRESO_PAGO;CONCEPTO;IMPORTE
01.1.11.10;1;61501                                   ;2021/07/21 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000001624,10
01.1.11.10;1;61503                                   ;2021/07/21 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000011,90
01.1.11.10;1;61512                                   ;2021/07/21 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000004285,72
01.1.11.10;1;61514                                   ;2021/07/21 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000031,39
01.1.11.10;1;61520                                   ;2021/07/21 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000007069,73
01.1.11.10;1;61522                                   ;2021/07/21 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000074,68
01.1.11.10;1;61587                                   ;2021/07/21 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000146,09
01.1.11.10;1;61589                                   ;2021/07/21 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000158,20
01.1.11.10;1;61591                                   ;2021/07/21 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000043,56
01.1.11.10;1;61593                                   ;2021/07/21 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000185,50
01.1.11.10;1;61595                                   ;2021/07/21 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000000,55
01.1.11.10;1;61597                                   ;2021/07/21 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000247,16
01.1.11.10;1;61751                                   ;2021/07/23 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;-0000000007069,73
01.1.11.10;1;61753                                   ;2021/07/23 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000007069,73
01.1.11.10;1;61757                                   ;2021/07/23 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;-0000000007069,73
01.1.11.10;1;61761                                   ;2021/07/23 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;-0000000000186,57
01.1.11.10;1;61793                                   ;2021/07/23 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;-0000000003571,43
01.1.11.10;1;61795                                   ;2021/07/23 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;-0000000000017,45
01.1.11.10;1;61837                                   ;2021/07/23 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;-0000000001750,00
01.1.11.10;1;61839                                   ;2021/07/23 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;-0000000000017,10
01.1.11.10;1;61845                                   ;2021/07/23 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;-0000000017375,00
01.1.11.10;1;61847                                   ;2021/07/23 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;-0000000000357,78
01.1.11.10;1;61853                                   ;2021/07/23 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;-0000000008541,66
01.1.11.10;1;61855                                   ;2021/07/23 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;-0000000000119,09
01.1.11.10;1;61869                                   ;2021/07/26 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;-0000000009375,00
01.1.11.10;1;61871                                   ;2021/07/26 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;-0000000000114,48
01.1.11.10;1;61875                                   ;2021/07/26 00:00:00.000;P;P;RETENC. A CUENTA IS INTERESES                                                   ;0000000000026,85
01.1.11.10;1;61881                                   ;2021/07/26 00:00:00.000;P;P;RETENC. A CUENTA IS INTERESES                                                   ;0000000000008,06
01.1.11.10;1;61883                                   ;2021/07/26 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;-0000000002812,50
01.1.11.10;1;61887                                   ;2021/07/26 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;-0000000000034,34
01.1.11.10;1;61891                                   ;2021/07/26 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;-0000000001624,10
01.1.11.10;1;61893                                   ;2021/07/26 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;-0000000000015,87
01.1.11.10;1;61895                                   ;2021/07/26 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;-0000000004285,72
01.1.11.10;1;61897                                   ;2021/07/26 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;-0000000000041,87
01.1.11.10;1;61899                                   ;2021/07/26 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000003571,43
01.1.11.10;1;61904                                   ;2021/07/26 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000003,85
01.1.11.10;1;64453                                   ;2021/08/02 00:00:00.000;T;P;B. SANTANDER -CUENTA PRINCIPAL                                                  ;0000000640000,00
01.1.11.10;1;69394                                   ;2021/08/24 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000001750,00
01.1.11.10;1;69396                                   ;2021/08/24 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000005,65
01.1.11.10;1;71041                                   ;2021/08/31 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000017375,00
01.1.11.10;1;71044                                   ;2021/08/31 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000139,11
01.1.11.10;1;71050                                   ;2021/08/31 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000008541,66
01.1.11.10;1;71052                                   ;2021/08/31 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000044,66
01.1.11.10;1;71064                                   ;2021/08/31 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000002812,50
01.1.11.10;1;71066                                   ;2021/08/31 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000012,12
01.1.11.10;1;71074                                   ;2021/08/31 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000009375,00
01.1.11.10;1;71076                                   ;2021/08/31 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000040,40
01.1.11.10;1;71098                                   ;2021/08/31 00:00:00.000;I;I;RETENC. A CUENTA IS INTERESES                                                   ;0000000000002,84
01.1.11.10;1;71100                                   ;2021/08/31 00:00:00.000;I;I;RETENC. A CUENTA IS INTERESES                                                   ;0000000000009,48
01.1.11.10;1;72699                                   ;2021/09/06 00:00:00.000;P;P;OTROS GASTOS FINANCIEROS                                                        ;0000000000252,04
01.1.11.10;1;75552                                   ;2021/09/15 00:00:00.000;T;P;B. SANTANDER -CUENTA PRINCIPAL                                                  ;0000000040000,00
01.1.11.10;1;79261                                   ;2021/10/07 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000025642,82
01.1.11.10;1;79263                                   ;2021/10/07 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000166,59
01.1.11.10;1;79275                                   ;2021/10/07 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000015714,28
01.1.11.10;1;79277                                   ;2021/10/07 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000066,18
01.1.11.10;1;79289                                   ;2021/10/07 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000001666,67
01.1.11.10;1;79291                                   ;2021/10/07 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000012,57
01.1.11.10;1;79309                                   ;2021/10/08 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000001833,34
01.1.11.10;1;79311                                   ;2021/10/08 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000003,95
01.1.11.10;1;79321                                   ;2021/10/08 00:00:00.000;I;I;RETENC. A CUENTA IS INTERESES                                                   ;0000000000000,93
01.1.11.10;1;79355                                   ;2021/10/08 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000007542,00
01.1.11.10;1;79357                                   ;2021/10/08 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000000000,28
01.1.11.10;1;79359                                   ;2021/10/08 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000065,67
01.1.11.10;1;79365                                   ;2021/10/08 00:00:00.000;I;I;RETENC. A CUENTA IS INTERESES                                                   ;0000000000015,40
01.1.11.10;1;79538                                   ;2021/10/13 00:00:00.000;P;P;OTROS GASTOS FINANCIEROS                                                        ;0000000000015,57
01.1.11.10;1;79540                                   ;2021/10/13 00:00:00.000;P;P;OTROS GASTOS FINANCIEROS                                                        ;0000000000003,13
01.1.11.10;1;79978                                   ;2021/10/15 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000010264,68
01.1.11.10;1;79988                                   ;2021/10/15 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000090,82
01.1.11.10;1;80034                                   ;2021/10/15 00:00:00.000;T;P;B. SANTANDER -CUENTA PRINCIPAL                                                  ;0000000052000,00
01.1.11.10;1;82713                                   ;2021/11/03 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000006439,55
01.1.11.10;1;82718                                   ;2021/11/03 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000055,50
01.1.11.10;1;83742                                   ;2021/11/09 00:00:00.000;P;P;OTROS GASTOS FINANCIEROS                                                        ;0000000000014,71
01.1.11.10;1;84436                                   ;2021/11/15 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000006623,39
01.1.11.10;1;84438                                   ;2021/11/15 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000022,10
01.1.11.10;1;85015                                   ;2021/11/23 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000007500,00
01.1.11.10;1;85017                                   ;2021/11/23 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000032,32
01.1.11.10;1;85023                                   ;2021/11/23 00:00:00.000;I;I;RETENC. A CUENTA IS INTERESES                                                   ;0000000000007,58
01.1.11.10;1;85033                                   ;2021/11/24 00:00:00.000;P;P;RETENC. A CUENTA IS INTERESES                                                   ;0000000000007,58
01.1.11.10;1;85041                                   ;2021/11/24 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000026296,42
01.1.11.10;1;85053                                   ;2021/11/24 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000121,25
01.1.11.10;1;85063                                   ;2021/11/24 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000003369,05
01.1.11.10;1;85065                                   ;2021/11/24 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000020,69
01.1.11.10;1;85079                                   ;2021/11/24 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000009297,62
01.1.11.10;1;85081                                   ;2021/11/24 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000032,46
01.1.11.10;1;85091                                   ;2021/11/24 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000002000,00
01.1.11.10;1;85096                                   ;2021/11/24 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000015,08
01.1.11.10;1;85994                                   ;2021/11/30 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000007500,00
01.1.11.10;1;85996                                   ;2021/11/30 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000088,88
01.1.11.10;1;86106                                   ;2021/12/01 00:00:00.000;T;P;B. SANTANDER -CUENTA PRINCIPAL                                                  ;0000000080000,00
01.1.11.10;1;87161                                   ;2021/12/14 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000018496,13
01.1.11.10;1;87163                                   ;2021/12/14 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000151,31
01.1.11.10;1;87426                                   ;2021/12/16 00:00:00.000;P;P;OTROS GASTOS FINANCIEROS                                                        ;0000000000015,78
01.1.11.10;1;88637                                   ;2021/12/22 00:00:00.000;T;P;B. SANTANDER -CUENTA PRINCIPAL                                                  ;0000000020000,00
01.1.32.01;1;90132                                   ;2021/12/30 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000090,75
01.1.32.01;1;90134                                   ;2021/12/30 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000030,00
01.1.32.01;1;90136                                   ;2021/12/30 00:00:00.000;P;P;LOCOMOCIÓN                                                                      ;0000000000065,13
01.1.32.01;1;90140                                   ;2021/12/30 00:00:00.000;P;P;OTROS                                                                           ;0000000000009,56
01.1.32.01;1;90146                                   ;2021/12/30 00:00:00.000;P;P;OTROS                                                                           ;0000000000009,56
01.1.32.01;1;90150                                   ;2021/12/30 00:00:00.000;P;P;OTROS                                                                           ;0000000000013,95
01.1.32.01;1;90206                                   ;2021/12/30 00:00:00.000;T;P;CAIXABANK - CUENTA AUXILIAR                                                     ;0000000028562,51
01.1.11.12;1;238                                     ;2021/01/12 00:00:00.000;I;I;AMORTIZACION PRESTAMOS MIC                                                      ;0000000025468,12
01.1.11.12;1;240                                     ;2021/01/12 00:00:00.000;I;I;INTERESES PRESTAMOS MIC                                                         ;0000000000601,02
01.1.11.12;1;244                                     ;2021/01/12 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO MIC                                                  ;0000000000017,12
01.1.11.12;1;246                                     ;2021/01/12 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS MIC                                                  ;0000000000003,97
01.1.11.12;1;254                                     ;2021/01/12 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000047547,66
01.1.11.12;1;256                                     ;2021/01/12 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000001239,11
01.1.11.12;1;260                                     ;2021/01/12 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO BEI                                                  ;0000000000012,84
01.1.11.12;1;262                                     ;2021/01/12 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS BEI                                                  ;0000000000007,42
01.1.11.12;1;337                                     ;2021/01/14 00:00:00.000;I;I;AMORTIZACION PRESTAMOS MIC                                                      ;-0000000001650,29
01.1.11.12;1;339                                     ;2021/01/14 00:00:00.000;I;I;AMORTIZACION PRESTAMOS MIC                                                      ;0000000001650,29
01.1.11.12;1;341                                     ;2021/01/14 00:00:00.000;I;I;AMORTIZACION PRESTAMOS MIC                                                      ;-0000000001641,73
01.1.11.12;1;343                                     ;2021/01/14 00:00:00.000;I;I;INTERESES PRESTAMOS MIC                                                         ;-0000000000046,39
01.1.11.12;1;345                                     ;2021/01/14 00:00:00.000;I;I;INTERESES PRESTAMOS MIC                                                         ;-0000000000010,88
01.1.11.12;1;347                                     ;2021/01/14 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO MIC                                                  ;-0000000000008,56
01.1.11.12;1;349                                     ;2021/01/14 00:00:00.000;I;I;INTERESES PRESTAMOS MIC                                                         ;0000000000010,88
01.1.11.12;1;353                                     ;2021/01/14 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS MIC                                                  ;-0000000000001,99
01.1.11.12;1;357                                     ;2021/01/14 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;-0000000000804,63
01.1.11.12;1;359                                     ;2021/01/14 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;-0000000000013,02
01.1.11.12;1;363                                     ;2021/01/14 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO BEI                                                  ;-0000000000004,28
01.1.11.12;1;365                                     ;2021/01/14 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS BEI                                                  ;-0000000000002,50
01.1.11.12;1;381                                     ;2021/01/14 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000013,02
01.1.11.12;1;383                                     ;2021/01/14 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;-0000000000016,08
01.1.11.12;1;605                                     ;2021/02/01 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000000813,67
01.1.11.12;1;609                                     ;2021/02/01 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000000,50
01.1.11.12;1;613                                     ;2021/02/01 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO BEI                                                  ;0000000000004,23
01.1.11.12;1;615                                     ;2021/02/01 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS BEI                                                  ;0000000000002,41
01.1.11.12;1;623                                     ;2021/02/01 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000046789,06
01.1.11.12;1;625                                     ;2021/02/01 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000001188,81
01.1.11.12;1;631                                     ;2021/02/01 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO BEI                                                  ;0000000000012,84
01.1.11.12;1;633                                     ;2021/02/01 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS BEI                                                  ;0000000000007,41
01.1.11.12;1;635                                     ;2021/02/01 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS BEI                                                  ;0000000000001,74
01.1.11.12;1;639                                     ;2021/02/01 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS BEI                                                  ;-0000000000001,74
01.1.11.12;1;643                                     ;2021/02/01 00:00:00.000;I;I;AMORTIZACION PRESTAMOS MIC                                                      ;0000000026180,12
01.1.11.12;1;645                                     ;2021/02/01 00:00:00.000;I;I;INTERESES PRESTAMOS MIC                                                         ;0000000000604,56
01.1.11.12;1;649                                     ;2021/02/01 00:00:00.000;I;I;AMORTIZACION PRESTAMOS MIC                                                      ;0000000000029,96
01.1.11.12;1;651                                     ;2021/02/01 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS MIC                                                  ;0000000000007,17
01.1.11.12;1;2463                                    ;2021/02/11 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000001610,11
01.1.11.12;1;2465                                    ;2021/02/11 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;-0000000001610,11
01.1.11.12;1;2467                                    ;2021/02/11 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;-0000000001610,11
01.1.11.12;1;2469                                    ;2021/02/11 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;-0000000000025,36
01.1.11.12;1;2473                                    ;2021/02/11 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO BEI                                                  ;-0000000000012,84
01.1.11.12;1;2475                                    ;2021/02/11 00:00:00.000;I;I;INTERESES DE DEMORA                                                             ;-0000000000007,41
01.1.11.12;1;2488                                    ;2021/02/11 00:00:00.000;I;I;AMORTIZACION PRESTAMOS MIC                                                      ;-0000000001570,08
01.1.11.12;1;2490                                    ;2021/02/11 00:00:00.000;I;I;INTERESES PRESTAMOS MIC                                                         ;-0000000000048,62
01.1.11.12;1;2494                                    ;2021/02/11 00:00:00.000;I;I;AMORTIZACION PRESTAMOS MIC                                                      ;-0000000000017,12
01.1.11.12;1;2498                                    ;2021/02/11 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS MIC                                                  ;-0000000000003,96
01.1.11.12;1;5445                                    ;2021/03/03 00:00:00.000;I;I;AMORTIZACION PRESTAMOS MIC                                                      ;0000000025725,27
01.1.11.12;1;5447                                    ;2021/03/03 00:00:00.000;I;I;INTERESES PRESTAMOS MIC                                                         ;0000000000586,06
01.1.11.12;1;5451                                    ;2021/03/03 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO MIC                                                  ;0000000000038,52
01.1.11.12;1;5455                                    ;2021/03/03 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS MIC                                                  ;0000000000008,43
01.1.11.12;1;5469                                    ;2021/03/03 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000047641,48
01.1.11.12;1;5471                                    ;2021/03/03 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000001163,07
01.1.11.12;1;5475                                    ;2021/03/03 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO BEI                                                  ;0000000000021,40
01.1.11.12;1;5481                                    ;2021/03/03 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000011,92
01.1.11.12;1;6415                                    ;2021/03/15 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;-0000000001607,62
01.1.11.12;1;6417                                    ;2021/03/15 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;-0000000000025,36
01.1.11.12;1;6421                                    ;2021/03/15 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO BEI                                                  ;-0000000000021,40
01.1.11.12;1;6423                                    ;2021/03/15 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;-0000000000014,41
01.1.11.12;1;6429                                    ;2021/03/15 00:00:00.000;I;I;AMORTIZACION PRESTAMOS MIC                                                      ;-0000000001878,00
01.1.11.12;1;6431                                    ;2021/03/15 00:00:00.000;I;I;INTERESES PRESTAMOS MIC                                                         ;-0000000000061,64
01.1.11.12;1;6435                                    ;2021/03/15 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO MIC                                                  ;-0000000000029,96
01.1.11.12;1;6437                                    ;2021/03/15 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS MIC                                                  ;-0000000000006,52
01.1.11.12;1;6472                                    ;2021/03/16 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000110836,15
01.1.11.12;1;6474                                    ;2021/03/16 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000021,81
01.1.11.12;1;10170                                   ;2021/03/22 00:00:00.000;I;I;AMORTIZACION PRESTAMOS MIC                                                      ;0000000001227,04
01.1.11.12;1;10190                                   ;2021/03/22 00:00:00.000;I;I;INTERESES PRESTAMOS MIC                                                         ;0000000000055,84
01.1.11.12;1;10197                                   ;2021/03/22 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO MIC                                                  ;0000000000042,80
01.1.11.12;1;10199                                   ;2021/03/22 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS MIC                                                  ;0000000000007,90
01.1.11.12;1;14949                                   ;2021/03/29 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000008,66
01.1.11.12;1;14951                                   ;2021/03/29 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000025,98
01.1.11.12;1;14953                                   ;2021/03/29 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000030,31
01.1.11.12;1;14955                                   ;2021/03/29 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000004,28
01.1.11.12;1;14957                                   ;2021/03/29 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000004,28
01.1.11.12;1;14959                                   ;2021/03/29 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000017,12
01.1.11.12;1;25128                                   ;2021/04/13 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000045482,13
01.1.11.12;1;25130                                   ;2021/04/13 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000001032,26
01.1.11.12;1;25168                                   ;2021/04/14 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO BEI                                                  ;0000000000029,96
01.1.11.12;1;25170                                   ;2021/04/14 00:00:00.000;I;I;INTERESES DE DEMORA                                                             ;0000000000016,91
01.1.11.12;1;25193                                   ;2021/04/14 00:00:00.000;I;I;AMORTIZACION PRESTAMOS MIC                                                      ;0000000029180,16
01.1.11.12;1;25195                                   ;2021/04/14 00:00:00.000;I;I;INTERESES PRESTAMOS MIC                                                         ;0000000000625,78
01.1.11.12;1;25199                                   ;2021/04/14 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO MIC                                                  ;0000000000085,45
01.1.11.12;1;25201                                   ;2021/04/14 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS MIC                                                  ;0000000000063,62
01.1.11.12;1;25725                                   ;2021/04/19 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;-0000000002411,33
01.1.11.12;1;25727                                   ;2021/04/19 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;-0000000000035,66
01.1.11.12;1;25731                                   ;2021/04/19 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO BEI                                                  ;-0000000000029,96
01.1.11.12;1;25733                                   ;2021/04/19 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS MIC                                                  ;-0000000000019,40
01.1.11.12;1;25768                                   ;2021/04/19 00:00:00.000;I;I;AMORTIZACION PRESTAMOS MIC                                                      ;-0000000000959,20
01.1.11.12;1;25770                                   ;2021/04/19 00:00:00.000;I;I;INTERESES PRESTAMOS MIC                                                         ;-0000000000018,56
01.1.11.12;1;25772                                   ;2021/04/19 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO MIC                                                  ;-0000000000008,56
01.1.11.12;1;25776                                   ;2021/04/19 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS MIC                                                  ;-0000000000001,00
01.1.11.12;1;26482                                   ;2021/04/27 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000025,98
01.1.11.12;1;34412                                   ;2021/05/17 00:00:00.000;I;I;AMORTIZACION PRESTAMOS MIC                                                      ;0000000025234,65
01.1.11.12;1;34414                                   ;2021/05/17 00:00:00.000;I;I;INTERESES PRESTAMOS MIC                                                         ;0000000000524,96
01.1.11.12;1;34424                                   ;2021/05/17 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO MIC                                                  ;0000000000017,12
01.1.11.12;1;34426                                   ;2021/05/17 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS MIC                                                  ;0000000000003,91
01.1.11.12;1;34430                                   ;2021/05/17 00:00:00.000;I;I;AMORTIZACION PRESTAMOS BEI                                                      ;0000000044723,87
01.1.11.12;1;34432                                   ;2021/05/17 00:00:00.000;I;I;INTERESES PRESTAMOS BEI                                                         ;0000000000981,65
01.1.11.12;1;34467                                   ;2021/05/17 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO BEI                                                  ;0000000000004,28
01.1.11.12;1;34475                                   ;2021/05/17 00:00:00.000;I;I;INTERESES DE DEMORA                                                             ;0000000000002,42
01.1.11.12;1;34720                                   ;2021/05/18 00:00:00.000;I;I;AMORTIZACION PRESTAMOS MIC                                                      ;-0000000001267,76
01.1.11.12;1;34722                                   ;2021/05/18 00:00:00.000;I;I;INTERESES PRESTAMOS MIC                                                         ;-0000000000031,06
01.1.11.12;1;34726                                   ;2021/05/18 00:00:00.000;I;I;GASTOS DEVOLUCIÓN PRESTAMO MIC                                                  ;-0000000000008,56
01.1.11.12;1;34728                                   ;2021/05/18 00:00:00.000;I;I;INTERESES DEMORA PRESTAMOS MIC                                                  ;-0000000000001,93
